SEQUENCE: 
SCORE: total_score avg_degree complex_normalized           dG_cross dG_cross/dSASAx100 dG_separated dG_separated/dSASAx100 dSASA_hphobic dSASA_int dSASA_polar delta_unsatHbonds dslf_fa13    fa_atr    fa_dun   fa_elec fa_intra_rep fa_intra_sol_xover4              fa_rep              fa_sol hbond_E_fraction hbond_bb_sc hbond_lr_bb    hbond_sc hbond_sr_bb hbonds_int lk_ball_wtd    nres_all    nres_int       omega     p_aa_pp    packstat per_residue_energy_int pro_close rama_prepro         ref        rmsd    sc_value side1_normalized side1_score side2_normalized side2_score yhh_planarity description 
SCORE:   -2129.304     14.049             -2.925            -11.389             -0.759      -26.508                 -1.767       957.212  1499.784     542.572             8.000    -8.326 -4157.027   872.996 -1249.499        7.854             139.222             448.863            2488.903            0.129    -169.365    -250.299    -116.176    -164.967      3.000    -111.332     728.000      57.000      74.226    -173.568       0.000                 -2.481     3.689      45.388     187.492       1.818       0.000           -3.182    -108.183           -1.446     -33.261         2.621 3gbm_HA_3gbn_Ab_full_0038
SCORE:   -2100.830     14.482             -2.886            -21.119             -1.136      -27.485                 -1.479      1124.656  1858.271     733.616            15.000    -8.203 -4168.233   880.683 -1246.868        7.525             139.225             455.209            2498.384            0.108    -170.308    -250.198    -112.733    -165.111      4.000    -108.378     728.000      72.000      77.688    -170.696       0.000                 -2.146     3.919      47.936     187.492       3.405       0.000           -2.828    -115.930           -1.245     -38.585         1.837 3gbm_HA_3gbn_Ab_full_0039
SCORE:   -2121.427     14.279             -2.914            -12.232             -0.807      -40.161                 -2.650      1031.224  1515.740     484.516             3.000    -8.180 -4159.844   876.567 -1251.615        7.540             138.568             458.955            2481.899            0.136    -169.052    -250.169    -111.840    -166.581      5.000    -110.197     728.000      56.000      74.269    -171.513       0.000                 -2.654     3.729      46.444     187.492       1.302       0.000           -2.851     -85.532           -2.427     -63.092         2.101 3gbm_HA_3gbn_Ab_full_0040
SCORE:   -2113.927     15.143             -2.904             -1.104             -0.115      -21.963                 -2.290       657.364   959.146     301.781             6.000    -8.193 -4146.663   873.907 -1247.391        7.502             138.500             449.134            2479.343            0.182    -167.506    -253.653    -108.612    -165.497      3.000    -109.849     728.000      39.000      76.576    -170.703       0.000                 -2.704     3.543      46.171     187.492       7.355       0.000           -3.183     -73.202           -2.017     -32.267         1.973 3gbm_HA_3gbn_Ab_full_0041
SCORE:   -2133.111     14.132             -2.930            -12.267             -0.811      -41.042                 -2.713       935.914  1512.611     576.697            12.000    -7.966 -4171.370   877.221 -1257.619        7.494             138.852             462.860            2487.884            0.173    -180.061    -247.633    -107.712    -167.254      6.000    -111.349     728.000      60.000      75.099    -171.505       0.000                 -2.713     3.576      46.842     187.492       1.361       0.000           -3.291    -118.490           -1.844     -44.264         2.038 3gbm_HA_3gbn_Ab_full_0042
SCORE:   -2140.602     14.409             -2.940            -14.056             -0.841      -60.438                 -3.616      1099.730  1671.440     571.710             5.000    -8.094 -4181.707   882.888 -1267.222        7.491             139.210             463.660            2496.286            0.169    -181.526    -251.451    -117.830    -164.790      7.000    -106.988     728.000      62.000      77.821    -170.039       0.000                 -2.880     3.505      48.688     187.492       0.707       0.000           -3.396    -122.272           -2.165     -56.296         2.004 3gbm_HA_3gbn_Ab_full_0043
SCORE:   -2094.787     13.900             -2.877              0.000              0.000      -10.099                 -1.935       365.335   521.901     156.565             2.000    -8.190 -4138.453   879.372 -1254.022        7.519             139.508             450.828            2495.905            0.357    -172.148    -249.679    -113.015    -165.860      2.000    -109.278     728.000      28.000      75.821    -171.567       0.000                 -1.826     3.652      45.217     187.492      14.746       0.000           -2.653     -39.801           -0.871     -11.320         2.111 3gbm_HA_3gbn_Ab_full_0047
SCORE:   -2113.066     14.545             -2.903              0.000              0.000      -10.628                 -1.426       466.622   745.165     278.544             3.000    -8.115 -4138.169   870.800 -1254.237        7.441             139.012             446.333            2492.016            0.230    -166.413    -251.920    -113.769    -167.112      2.000    -113.562     728.000      35.000      74.531    -171.503       0.000                 -2.631     3.998      47.346     187.492      10.062       0.000           -3.433     -61.785           -1.782     -30.290         2.766 3gbm_HA_3gbn_Ab_full_0048
SCORE:   -2113.519     14.706             -2.903             -7.800             -0.337      -28.507                 -1.233      1285.656  2311.404    1025.747            14.000    -8.175 -4164.423   875.687 -1263.697        7.557             141.592             447.526            2519.092            0.379    -178.294    -250.938    -117.721    -165.619      8.000    -106.012     728.000      99.000      78.493    -170.811       0.000                 -2.362     3.764      48.607     187.492       2.489       0.000           -3.125    -171.873           -1.409     -61.979         2.363 3gbm_HA_3gbn_Ab_full_0049
SCORE:   -2145.607     14.439             -2.947            -15.547             -0.949      -56.147                 -3.426      1016.306  1638.816     622.509             5.000    -8.258 -4178.151   875.528 -1258.895        7.470             139.162             451.416            2493.309            0.215    -176.991    -250.895    -113.418    -166.165      8.000    -109.731     728.000      64.000      78.369    -170.164       0.000                 -2.835     3.655      48.219     187.492       0.620       0.000           -3.194    -118.171           -2.344     -63.280         2.440 3gbm_HA_3gbn_Ab_minimize_0001
